Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8869,no. thats not what im saying. i just may know a few things that might help you inflict some pain.,Emily,4,neutral,888,5,4,15,"00:16:31,907","00:16:36,619"
8870,i like that.,Ross,3,positive,888,6,4,15,"00:16:36,787","00:16:40,164"
8871,"yeah? listen closely, devon has got a weak ankle.",Emily,4,neutral,888,7,4,15,"0:16:40,332","0:16:42,251"
8872,huh?,Ross,4,neutral,888,8,4,15,"0:16:42,251","0:16:42,473"
8873,one swift kick and hell back off.,Emily,4,neutral,888,9,4,15,"00:16:42,584","00:16:44,669"
8874,"all right, bad ankle, got it!",Ross,4,neutral,888,10,4,15,"00:16:44,837","00:16:46,587"
8875,"and that big bloke with the beard, he has got a trick hip.",Emily,4,neutral,888,11,4,15,"00:16:46,755","00:16:50,591"
8876,yeah.,Emily,4,neutral,888,12,4,15,"0:16:50,759","0:16:54,321"
8877,"and uh, and david over there, i heard he doesnt wear a cup.",Emily,4,neutral,888,13,4,15,"0:16:54,321","0:16:54,685"
8878,"yeah? i can use that, trick hip, no cup, okay! okay!",Ross,3,positive,888,14,4,15,"00:16:54,805","00:16:58,057"
8879,"and uh, liam, liams got bad knees. you hit him right and hell go down like a lamp.",Emily,4,neutral,888,15,4,15,"00:16:58,267","00:17:03,187"
8880,"but-but, liams on my team.",Ross,3,positive,888,16,4,15,"00:17:03,355","00:17:05,064"
8881,i dont care! you just get him!,Emily,0,negative,888,17,4,15,"00:17:05,232","00:17:08,276"
8882,"im gonna go get him! okay, i am going back in!",Ross,3,positive,888,18,4,15,"00:17:08,444","00:17:11,487"
8883,the red ross! okay.,Joey,3,positive,888,19,4,15,"00:17:13,991","00:17:17,326"
8884,oh!  oh by the way?,Rachel,4,neutral,889,0,8,1,"0:03:04,642","0:03:05,393"
8885,uh-hmm.,Phoebe,4,neutral,889,1,8,1,"0:03:05,393","0:03:05,825"
8886,james brolin?,Rachel,4,neutral,889,2,8,1,"0:03:05,825","0:03:07,954"
8887,"oh, i know. i could only think of two names, him and ed begley jr. and then i remembered hes gay.",Phoebe,4,neutral,889,3,8,1,"00:03:08,271","00:03:15,819"
8888,ed begley jr. is not gay.,Rachel,4,neutral,889,4,8,1,"0:03:16,321","0:03:18,532"
8889,really?!,Phoebe,6,positive,889,5,8,1,"0:03:18,532","0:03:20,031"
8890,hello?,Rachel,4,neutral,890,0,6,4,"0:19:16,697","0:19:17,490"
8891,"hello, is ross there?",Russell,4,neutral,890,1,6,4,"0:19:17,490","0:19:18,790"
8892,"uh no, hes not. can i take a message?",Rachel,4,neutral,890,2,6,4,"00:19:18,907","00:19:20,449"
8893,"yes, this russell, rosss divorce lawyer, just tell him that since i havent heard from him, i assume hes decided to give the marriage a try.",Russell,4,neutral,890,3,6,4,"00:19:23,203","00:19:31,127"
8894,ross got married againnooooooo!!!!!!!!!,Rachel,6,negative,890,4,6,4,"00:19:28,125","00:19:31,127"
8895,"oh-oh! okay, shes kicking!",Rachel,3,positive,891,0,8,16,"00:02:20,974","00:02:23,892"
8896,oh!  shes growing inside you.,Chandler,4,neutral,891,1,8,16,"00:02:24,811","00:02:27,354"
8897,whoa!!,Rachel,6,positive,891,2,8,16,"0:02:27,564","0:02:28,276"
8898,oh!,Chandler,6,negative,891,3,8,16,"0:02:28,276","0:02:28,653"
8899,wow that was a big one.,Rachel,6,positive,891,4,8,16,"0:02:28,815","0:02:29,858"
8900,i think thats the youngest girl ever to reject me.,Chandler,3,positive,891,5,8,16,"0:02:29,858","0:02:33,425"
8901,oh hey you guys!,Phoebe,3,positive,891,6,8,16,"00:02:34,279","00:02:35,779"
8902,"sure, i can hang out til i have to meet ya.  what uhhow come youre not going?",Joey,4,neutral,892,0,8,21,"00:03:46,185","00:03:53,817"
8903,i have a job interview i have to get ready for.,Chandler,4,neutral,892,1,8,21,"00:03:50,105","00:03:53,817"
8904,i thought you already have a job.,Joey,4,neutral,892,2,8,21,"0:03:53,984","0:03:55,152"
8905,and people say you dont pay attention.,Chandler,4,neutral,892,3,8,21,"0:03:55,152","0:03:59,031"
8906,"no, this is a much better job.",Chandler,4,neutral,892,4,8,21,"00:03:59,114","00:04:02,076"
8907,its vice-president of a company that does data reconfiguration and statistical factoring for other companies.,Chandler,4,neutral,892,5,8,21,"00:04:02,243","00:04:06,580"
8908,wow! how do you know how to do that?!,Joey,6,positive,892,6,8,21,"0:04:08,666","0:04:10,838"
8909,thats what i do now.,Chandler,4,neutral,892,7,8,21,"0:04:10,838","0:04:13,467"
8910,"hey joey, come taste this.",Monica,4,neutral,892,8,8,21,"0:04:14,630","0:04:16,402"
8911,what is it?,Joey,4,neutral,892,9,8,21,"0:04:16,402","0:04:16,986"
8912,remember that guy that gave me a bad review? well  im getting my revenge!,Monica,0,negative,892,10,8,21,"00:04:17,091","00:04:23,264"
8913,you cooked him?,Joey,6,negative,892,11,8,21,"00:04:24,098","00:04:26,183"
8914,no.,Monica,4,neutral,892,12,8,21,"00:04:26,350","00:04:30,229"
8915,"he teaches a course on food criticism at the new school, so before we go to the movies i wanna go by there and make him try my bouillabaisse again.",Monica,4,neutral,892,13,8,21,"00:04:26,350","00:04:33,816"
8916,"oh, i cannot wait to read the front page of the post tomorrow!",Monica,3,positive,892,14,8,21,"00:04:33,983","00:04:37,194"
8917,"""restaurant reviewer admits: i was wrong about monica.""",Monica,3,positive,892,15,8,21,"00:04:37,361","00:04:42,199"
8918,"the front page? you really do live in your own little world, dont ya?",Chandler,5,negative,892,16,8,21,"00:04:42,366","00:04:47,329"
8919,"so, did you uh, find anyone to marry you guys yet?",Joey,4,neutral,893,0,7,16,"00:04:52,083","00:04:54,501"
8920,"no, but horny for monica minister called, wanting to know if we were still together.",Chandler,1,negative,893,1,7,16,"00:04:54,752","00:05:01,216"
8921,were never gonna find anybody.,Monica,5,negative,893,2,7,16,"0:05:02,969","0:05:04,513"
8922,well then let me do it!,Joey,3,positive,893,3,7,16,"0:05:04,513","0:05:05,627"
8923,joe,Chandler,3,positive,893,4,7,16,"0:05:05,722","0:05:06,394"
8924,no-no-no!,Joey,4,neutral,893,5,7,16,"0:05:06,394","0:05:07,576"
8925,"look, ive been thinking about it.",Joey,4,neutral,893,6,7,16,"0:05:07,576","0:05:07,718"
8926,im an actor right?,Joey,4,neutral,893,7,7,16,"0:05:07,807","0:05:08,975"
8927,so i wont get nervous talking in front of people.,Joey,4,neutral,893,8,7,16,"0:05:08,975","0:05:11,109"
8930,"i wont spit, and i wont stare at monicas breasts!",Joey,0,negative,893,9,7,16,"00:05:11,269","00:05:14,813"
8932,everyone knows im an ass man!,Joey,3,positive,893,10,7,16,"00:05:15,565","00:05:18,275"
8933,that is true.,Monica,4,neutral,893,11,7,16,"00:05:19,736","00:05:21,862"
8934,"yeah and the most important thing is that it wont be some like, stranger up there who barely knows you.",Joey,3,positive,893,12,7,16,"00:05:19,736","00:05:25,574"
8935,itll be me!,Joey,3,positive,893,13,7,16,"0:05:25,742","0:05:26,714"
8936,and i swear ill do a really good job.,Joey,3,positive,893,14,7,16,"0:05:26,714","0:05:29,434"
8937,"plus, yknow i love you guys and-and it would really mean a lot to me.",Joey,3,positive,893,15,7,16,"00:05:29,579","00:05:33,040"
8939,it might be kinda cool.,Monica,3,positive,893,16,7,16,"00:05:35,126","00:05:36,376"
8940,so i can do it?,Joey,3,positive,893,17,7,16,"00:05:36,544","00:05:38,795"
8941,ah-ha! too cocky!,Phoebe,3,positive,894,0,7,15,"00:04:31,020","00:04:33,647"
8942,i still cant believe they took away my key. you trust me with yours.,Joey,2,negative,895,0,8,3,"00:07:33,494","00:07:36,955"
8943,of course i do! and im gonna give it back to you as soon as theyre done with it at the key shining place.,Phoebe,4,neutral,895,1,8,3,"00:07:37,165","00:07:46,798"
8944,what the hell is that?,Joey,0,negative,895,2,8,3,"00:07:47,091","00:07:49,676"
8945,"whoa! whoa! whoa! treeger, what are you doing?",Joey,6,negative,895,3,8,3,"0:07:50,553","0:07:52,985"
8946,you said there was a gas leak in here.,Mr. Treeger,4,neutral,895,4,8,3,"0:07:52,985","0:07:54,437"
8947,well why dont you use your key?,Phoebe,4,neutral,895,5,8,3,"0:07:54,599","0:07:55,981"
8948,"because by the time i find it on this thing , the whole place might have exploded.",Mr. Treeger,4,neutral,895,6,8,3,"0:07:55,981","0:07:59,528"
8949,"if that happens at another building that i manage, people are gonna start asking questions.",Mr. Treeger,4,neutral,895,7,8,3,"00:07:59,729","00:08:03,523"
8950,come on!,Mr. Treeger,0,negative,895,8,8,3,"0:08:03,733","0:08:04,285"
8951,hurry up.,Mr. Treeger,5,negative,895,9,8,3,"0:08:04,285","0:08:05,377"
8952,oh! we could have done that.,Phoebe,4,neutral,895,10,8,3,"00:08:08,196","00:08:11,031"
8953,"luckily, the guy she settled for cant hear what youre talking about.",Chandler,4,neutral,896,0,8,16,"00:03:48,561","00:03:53,148"
8954,"oh, im so sorry.",Phoebe,5,negative,896,1,8,16,"0:03:53,566","0:03:54,738"
8955,"um, and maybe im wrong!",Phoebe,5,negative,896,2,8,16,"0:03:54,738","0:03:56,213"
8956,"i butyknow im gonna go out with him again, ill find out more.",Phoebe,4,neutral,896,3,8,16,"00:03:56,402","00:03:59,321"
8957,you believe that this guy is destined for someone else and youre still gonna date him?,Chandler,6,negative,896,4,8,16,"00:03:59,530","00:04:02,291"
8958,"well, he may not be my soul mate, but a girls gotta eat.",Phoebe,4,neutral,896,5,8,16,"00:04:02,700","00:04:05,953"
8961,"oh, but its made her so happy.",Monica,0,negative,897,0,4,2,"00:11:21,055","00:11:25,058"
8962,little girl misses her cat.,Ross,4,neutral,897,1,4,2,"00:11:25,726","00:11:28,103"
8963,crazy lady thinks her mother is in a cat.,Ross,5,negative,897,2,4,2,"00:11:28,270","00:11:32,190"
8964,"okay, y'know what, i have to go have dinner with my son, can i trust that when you see phoebe, you will tell her.",Ross,4,neutral,897,3,4,2,"00:11:35,695","00:11:38,613"
8965,yeah.,All,4,neutral,897,4,4,2,"00:11:38,781","00:11:40,615"
8966,thank you.,Ross,4,neutral,897,5,4,2,"00:11:40,783","00:11:42,158"
8967,i,Rachel,4,neutral,897,6,4,2,"00:11:43,869","00:11:46,454"
8968,"he is right, isnt he?",Monica,3,positive,897,7,4,2,"00:11:46,622","00:11:48,832"
8969,"y'know what, i think this might be one of the times hes wrong.",Chandler,4,neutral,897,8,4,2,"00:11:46,622","00:11:50,875"
8970,you think?,All,6,negative,897,9,4,2,"0:11:51,043","0:11:51,711"
8971,"oh-no, hes right.",Chandler,4,neutral,897,10,4,2,"0:11:51,711","0:11:53,279"
8972,seven hundred bucks!,Joey,3,positive,898,0,1,24,"00:18:18,847","00:18:22,141"
8973,"alright, you did it! do we have any fruit?",Chandler,3,positive,898,1,1,24,"00:18:22,351","00:18:23,726"
8974,"man, hell of a two weeks, huh? y'know what, though? i really feel like i learned something.",Joey,3,positive,898,2,1,24,"00:18:26,855","00:18:32,026"
8975,"really? so, you're gonna stick with this 'it's all for her' thing?",Chandler,4,neutral,898,3,1,24,"00:18:32,236","00:18:34,862"
8976,"what, are you crazy? when a blind man gets his sight back, does he walk around like this?",Joey,1,negative,898,4,1,24,"00:18:35,072","00:18:41,452"
8977,oh.,Phoebe,4,neutral,899,0,4,21,"00:06:28,638","00:06:29,846"
8978,y'know those are a delicacy in india.,Monica,4,neutral,899,1,4,21,"00:06:39,892","00:06:42,359"
8979,me too.,Phoebe,4,neutral,900,0,3,15,"0:03:48,311","0:03:50,313"
8980,"although this city is my home, so.",Phoebe,4,neutral,900,1,3,15,"0:03:50,313","0:03:51,960"
8981,"so thats dumb what i said, dont tell him i said that.",Phoebe,4,neutral,900,2,3,15,"00:03:52,065","00:03:55,317"
8982,"umm, you make something up.",Phoebe,4,neutral,900,3,3,15,"00:03:55,485","00:03:57,903"
8983,"nice,  thank you.",Phoebe,3,positive,900,4,3,15,"00:04:08,081","00:04:10,040"
8984,this is me.,Phoebe,4,neutral,900,5,3,15,"0:04:10,833","0:04:11,675"
8985,here.,Phoebe,4,neutral,900,6,3,15,"0:04:11,675","0:04:12,391"
8986,your eyes are very pretty.,Mischa,3,positive,900,7,3,15,"00:04:22,512","00:04:25,138"
8987,"thank you, very much! oh!  thank you!",Phoebe,3,positive,900,8,3,15,"00:04:26,057","00:04:28,350"
8988,he would like to kiss you.,Mischa,4,neutral,900,9,3,15,"00:04:39,195","00:04:40,862"
8989,"okay, y'know what, you dont have to do that now.",Phoebe,4,neutral,900,10,3,15,"00:04:44,659","00:04:46,702"
8990,no-no-no-no!!,Phoebe,3,positive,900,11,3,15,"00:04:44,659","00:04:49,454"
8991,"not him, you dont!",Phoebe,6,positive,900,12,3,15,"00:04:48,204","00:04:49,454"
8992,well the moments over.,Phoebe,4,neutral,900,13,3,15,"00:04:53,668","00:04:56,378"
8993,oh.,Phoebe,4,neutral,900,14,3,15,"00:05:05,305","00:05:06,430"
8994,oy!,Mischa,4,neutral,900,15,3,15,"00:05:06,597","00:05:08,098"
8995,"hey! hold on a minute, hold on a second. do you think these pearls are nice?",Chandler,0,negative,901,0,3,8,"00:06:36,145","00:06:42,401"
8996,id really prefer a mountain bike.,Joey,4,neutral,901,1,3,8,"00:06:42,693","00:06:44,444"
8997,"janices birthday is coming up, i want to get her something speacial. come in here with me.",Chandler,4,neutral,901,2,3,8,"00:06:45,905","00:06:53,203"
8998,"whoa, whoa, whoa, wait, whoa.",Joey,6,negative,901,3,3,8,"00:06:50,410","00:06:53,203"
8999,"do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",Joey,0,negative,901,4,3,8,"00:06:57,834","00:07:00,585"
9000,"thats a good idea, dear janice have a hubba-bubba birthday. i would like to get her something serious.",Chandler,1,negative,901,5,3,8,"00:07:01,295","00:07:08,343"
9001,"oh, you want something serious.",Joey,4,neutral,901,6,3,8,"00:07:08,511","00:07:11,096"
9002,"y'know what you should do, you should get her one of those um, barium enemas.",Joey,4,neutral,901,7,3,8,"00:07:11,264","00:07:16,226"
9003,those are dead serious.,Joey,4,neutral,901,8,3,8,"00:07:18,438","00:07:20,272"
9004,"all right. look, im gonna go in here, and you dont buy me anything ever.",Chandler,0,negative,901,9,3,8,"00:07:20,440","00:07:25,110"
9005,"no, no, you cant, you cant, okay, you cant, you cant buy her pearls, you just cant, you cant, you cant.",Joey,2,negative,901,10,3,8,"00:07:25,278","00:07:32,451"
9006,why not?!,Chandler,6,negative,901,11,3,8,"00:07:30,700","00:07:32,451"
9007,"oh god. uh, okay, heres the thing, this is the thing, okay, the thing is...",Joey,4,neutral,901,12,3,8,"00:07:33,995","00:07:41,668"
9008,what is the thing?,Chandler,5,negative,901,13,3,8,"00:07:39,625","00:07:41,668"
9009,"okay. i went down to the mattress king showroom and, and i saw janice, kissing her ex-husband.",Joey,5,negative,901,14,3,8,"00:07:44,714","00:07:51,011"
9010,what?,Chandler,6,negative,901,15,3,8,"00:07:52,930","00:07:54,306"
9011,they were in his office.,Joey,4,neutral,901,16,3,8,"00:07:54,474","00:07:56,099"
9012,"well she, she wouldnt do that, shes with, shes with me.",Chandler,5,negative,901,17,3,8,"00:07:59,270","00:08:02,314"
9014,im telling you its like watching bambi learn how to walk.,Rachel,0,negative,902,0,7,14,"00:13:57,253","00:14:01,172"
9015,youre drunk! mom and dad are gonna be maaaaadd! maybe im a little drunk.,Ross,6,positive,902,1,7,14,"00:14:02,758","00:14:12,183"
9017,hey! are those crab cakes?  did i not tell ya to come straight to me when more crab cakes were ready?,Joey,3,positive,902,2,7,14,"00:14:13,936","00:14:20,149"
9018,how are you feeling?,Chandler,4,neutral,902,3,7,14,"00:14:22,444","00:14:23,778"
9019,you are,Monica,4,neutral,902,4,7,14,"00:14:24,780","00:14:27,448"
9020,i really wish that you wouldnt.,Ross,0,negative,902,5,7,14,"00:14:35,457","00:14:38,293"
9021,"now all you have to do is just get through a little bit more, okay?",Chandler,4,neutral,902,6,7,14,"00:14:40,004","00:14:43,298"
9022,"then we can put you in bed, okay?",Chandler,4,neutral,902,7,7,14,"0:14:43,465","0:14:45,467"
9023,just smile and dont talk to,Chandler,4,neutral,902,8,7,14,"0:14:45,467","0:14:49,610"
9024,speech! speech! lets hear from the birthday girl! huh?,Phoebe,3,positive,902,9,7,14,"00:14:49,722","00:14:53,516"
9025,pheebs!!,Chandler,3,positive,902,10,7,14,"00:14:54,602","00:14:55,643"
9026,dont you see? everyones looking at me! the plans working! i didnt even have to take off my top yet!,Phoebe,3,positive,902,11,7,14,"00:14:55,811","00:15:03,651"
9027,speech! come on monica!,Mrs. Geller,3,positive,902,12,7,14,"0:15:04,194","0:15:05,416"
9028,come on!,Ross,3,positive,902,13,7,14,"0:15:05,416","0:15:05,708"
9029,come on! speech!,All,3,positive,902,14,7,14,"0:15:05,708","0:15:06,195"
9030,"hey chandler, you cant keep your hands off her for one second!",Mr. Geller,0,negative,902,15,7,14,"00:15:09,700","00:15:12,994"
9031,"oh-ho, i think its nice.",Mrs. Geller,3,positive,902,16,7,14,"00:15:13,162","00:15:14,829"
9032,well you have to because maybe its stupid.,Rachel,4,neutral,903,0,7,17,"00:15:46,403","00:15:49,989"
9033,well its just while monica and i were dancing to them it wasthe first time i knew thatyou were the woman i wanted to dance all my dances with.,Chandler,3,positive,903,1,7,17,"00:15:51,617","00:16:04,337"
9034,oh crap!,Monica,0,negative,903,2,7,17,"00:16:06,799","00:16:09,092"
9035,all right.,Monica,4,neutral,904,0,4,15,"0:21:19,653","0:21:20,585"
9036,the super couldnt figure out what it did.,Monica,4,neutral,904,1,4,15,"0:21:20,585","0:21:23,003"
9037,a $200 an hour electrician couldnt figure out what it did.,Monica,5,negative,904,2,4,15,"00:21:23,115","00:21:27,159"
9038,ive had seven pretty serious shocks.,Monica,5,negative,904,3,4,15,"00:21:27,327","00:21:30,538"
9039,i officially give up.,Monica,1,negative,904,4,4,15,"0:21:31,373","0:21:32,395"
9040,thank god.,Rachel,3,positive,904,5,4,15,"0:21:32,395","0:21:34,467"
9041,"i guess joey was right, it does nothing.",Monica,3,positive,904,6,4,15,"00:21:35,377","00:21:39,839"
9042,see? im doing it. i am totally doing it.  i lost it.,Phoebe,0,negative,904,7,4,15,"00:21:44,761","00:22:02,737"
9043,are there no conscious men in the city for you two?,Chandler,5,negative,905,0,1,11,"00:02:36,823","00:02:39,783"
9044,he doesn't have anyone.,Monica,4,neutral,905,1,1,11,"0:02:40,618","0:02:42,037"
9045,"yeah, we-we feel kinda responsible.",Phoebe,0,negative,905,2,1,11,"0:02:42,037","0:02:44,274"
9046,i can't believe you said woowoo. i don't even say woowoo.,Joey,1,negative,905,3,1,11,"00:02:44,956","00:02:49,585"
9047,"oh, she's coming up! she's coming up!",Rachel,3,positive,905,4,1,11,"00:02:49,752","00:02:51,461"
9048,"folks, when we come back we'll be talking about her new book, 'euphoria unbound': the always interesting nora tyler bing.",Jay Leno,4,neutral,905,5,1,11,"00:02:51,629","00:02:58,677"
9049,you might wanna put the kids to bed for this one.,Jay Leno,4,neutral,905,6,1,11,"00:02:55,049","00:02:58,677"
9050,"y'know, we don't have to watch this.",Chandler,4,neutral,905,7,1,11,"00:02:58,845","00:03:02,472"
9051,"no way, forget it.",Rachel,3,positive,905,8,1,11,"0:03:02,640","0:03:05,602"
9052,"c'mon, she's your mom!",Joey,0,negative,905,9,1,11,"0:03:05,602","0:03:05,744"
9053,exactly.,Chandler,4,neutral,905,10,1,11,"00:03:05,852","00:03:07,936"
9054,"chandler, i gotta tell you, i love your mom's books!",Rachel,3,positive,905,11,1,11,"00:03:12,108","00:03:16,153"
9055,i love her books!,Rachel,3,positive,905,12,1,11,"00:03:13,735","00:03:16,153"
9056,i cannot get on a plane without one!,Rachel,3,positive,905,13,1,11,"0:03:16,321","0:03:18,053"
9057,"i mean, this is so cool!",Rachel,3,positive,905,14,1,11,"0:03:18,053","0:03:19,202"
9058,"yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'mistress bitch.'",Chandler,1,negative,905,15,1,11,"00:03:21,451","00:03:25,704"
9059,"c'mon, chandler, i love your mom. i think she's a blast.",Ross,3,positive,905,16,1,11,"00:03:26,581","00:03:28,874"
9060,thank you.,Joey,4,neutral,906,0,1,15,"00:00:05,171","00:00:07,423"
9061,and a nice hot cider for monica.,Rachel,4,neutral,906,1,1,15,"00:00:08,925","00:00:11,677"
9062,"aww, thank you.  uh rach?",Monica,4,neutral,906,2,1,15,"00:00:11,845","00:00:13,679"
9063,yeah?,Rachel,4,neutral,906,3,1,15,"00:00:14,014","00:00:15,180"
9064,why does my cinamon stick have an eraser?,Monica,6,negative,906,4,1,15,"00:00:15,348","00:00:17,975"
9065,oh! that's why.  i'm sorry!,Rachel,6,positive,906,5,1,15,"00:00:19,269","00:00:23,814"
9066,"oh. oh! ma'am? excuse me, ma'am?",Phoebe,4,neutral,907,0,5,16,"00:06:33,726","00:06:39,940"
9068,you can't put your cigarette out on a tree!,Phoebe,0,negative,907,1,5,16,"00:06:35,603","00:06:39,940"
9069,"yeah i can, it worked real well.",The Smoking Woman,4,neutral,907,2,5,16,"00:06:40,108","00:06:41,817"
9070,no but you shouldn't! don't ever do that again.,Phoebe,0,negative,907,3,5,16,"00:06:42,652","00:06:45,737"
9071,i won't!  until i have my next cigarette.,The Smoking Woman,0,negative,907,4,5,16,"00:06:45,947","00:06:48,865"
9072,hold it!  n.y.p.d! freeze punk!,Phoebe,0,negative,907,5,5,16,"00:06:49,117","00:06:52,494"
9073,what?!,The Smoking Woman,6,negative,907,6,5,16,"00:06:52,662","00:06:54,121"
9074,yeah that's right you are so busted.  book 'em.,Phoebe,0,negative,907,7,5,16,"00:06:54,288","00:06:59,334"
9075,who are you talking too?,The Smoking Woman,6,negative,907,8,5,16,"00:07:01,170","00:07:04,089"
9076,"save it red! unless you wanna spend the night in the slammer, you apologize to the tree.",Phoebe,1,negative,907,9,5,16,"00:07:04,465","00:07:08,385"
9077,i am,The Smoking Woman,4,neutral,907,10,5,16,"00:07:08,970","00:07:11,430"
9078,you apologize to the tree right now or i am calling for backup.   backup! backup!!,Phoebe,0,negative,907,11,5,16,"00:07:12,014","00:07:15,642"
9079,i-i'm sorry! sorry.,The Smoking Woman,2,negative,907,12,5,16,"00:07:19,480","00:07:21,189"
9080,"okay, cancel backup! cancel backup!",Phoebe,4,neutral,907,13,5,16,"00:07:21,399","00:07:24,526"
9081,shh! get me out of here.,Phoebe,2,negative,908,0,7,12,"0:02:26,604","0:02:27,939"
9082,oh.,Rachel,4,neutral,908,1,7,12,"0:02:27,939","0:02:28,837"
9083,ross!,Joey,6,positive,908,2,7,12,"0:02:32,610","0:02:33,570"
9084,what?,Ross,4,neutral,908,3,7,12,"0:02:33,570","0:02:33,717"
9085,"come here, check this out!",Joey,6,positive,908,4,7,12,"0:02:33,903","0:02:34,925"
9086,what? is it the comet?,Ross,4,neutral,908,5,7,12,"0:02:34,925","0:02:35,632"
9087,"no! no-no. look, theres a bug stuck in tar right here.",Joey,6,positive,908,6,7,12,"00:02:36,156","00:02:39,867"
9088,"joey comei cant believei bring you here to see the bapstein-king comet, one of natures most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",Ross,0,negative,908,7,7,12,"00:02:41,077","00:02:52,379"
9089,"yknow, theres",Joey,4,neutral,908,8,7,12,"00:02:55,258","00:02:57,926"
9090,show me where?,Ross,4,neutral,908,9,7,12,"00:02:59,429","00:03:00,888"
9091,right-right up here.,Joey,4,neutral,908,10,7,12,"00:03:01,890","00:03:03,765"
9092,joey wheres the pipe that was holding the door open?,Ross,4,neutral,908,11,7,12,"00:03:09,772","00:03:12,983"
9093,"i dont know!   yeah, i do.",Joey,3,positive,908,12,7,12,"00:03:13,193","00:03:24,661"
9094,joey!,Ross,0,negative,908,13,7,12,"00:03:27,457","00:03:29,499"
9095,what?! all righthey! dont look at me! youre the one who wanted to come up and look for some stupid,Joey,0,negative,908,14,7,12,"00:03:27,457","00:03:34,463"
9096,"its called the bapstein-king comet, okay?  hey! hey! bapstein was a very well respected astronomer!",Ross,0,negative,908,15,7,12,"00:03:35,548","00:03:42,304"
9097,oh no! no! no!,Joey,6,negative,908,16,7,12,"00:03:42,680","00:03:44,139"
9098,wow! this place is incredible!  stings penthat he gave to phoebe.  come on! secret passageway!,Phoebe,3,positive,909,0,8,10,"00:15:11,827","00:15:22,629"
9099,hi!,Trudie Styler,4,neutral,909,1,8,10,"0:15:33,349","0:15:34,161"
9100,hi!,Phoebe,4,neutral,909,2,8,10,"0:15:34,161","0:15:35,654"
9101,im trudie.,Trudie Styler,4,neutral,909,3,8,10,"0:15:35,809","0:15:36,571"
9102,uh-huh.,Phoebe,4,neutral,909,4,8,10,"0:15:36,571","0:15:37,043"
9103,you must be bens mum.,Trudie Styler,4,neutral,909,5,8,10,"0:15:37,043","0:15:38,727"
9104,why else would i be here?,Phoebe,4,neutral,909,6,8,10,"00:15:38,812","00:15:41,230"
9105,do sit down.,Trudie Styler,4,neutral,909,7,8,10,"00:15:41,398","00:15:43,191"
9106,yeah.,Rachel,4,neutral,909,8,8,10,"00:15:45,778","00:15:49,238"
9108,hi.. how was the game?,Monica,4,neutral,910,0,1,3,"00:10:57,198","00:10:58,365"
9109,well..,Ross,4,neutral,910,1,1,3,"00:10:59,742","00:11:01,117"
9110,we won!! thank you! yes!,All,3,positive,910,2,1,3,"00:11:01,327","00:11:03,870"
9111,fantastic! i have one question: how is that possible?,Monica,6,positive,910,3,1,3,"00:11:04,705","00:11:07,624"
9112,alan.,Joey,4,neutral,910,4,1,3,"0:11:08,709","0:11:09,271"
9113,he was unbelievable.,Ross,3,positive,910,5,1,3,"0:11:09,271","0:11:11,057"
9114,"he was like that-that-that bugs bunny cartoon where bugs is playing all the positions, right, but instead of bugs it was first base-alan, second base-alan, third base-...",Ross,3,positive,910,6,1,3,"00:11:11,212","00:11:18,426"
9115,"i mean, it-it was like, it was like he made us into a team.",Rachel,3,positive,910,7,1,3,"00:11:22,056","00:11:25,475"
9116,"yep, we sure showed those hassidic jewellers a thing or two about softball..",Chandler,3,positive,910,8,1,3,"00:11:27,895","00:11:30,522"
9117,can i ask you guys a question? d'you ever think that alan is maybe.. sometimes..,Monica,4,neutral,910,9,1,3,"00:11:31,857","00:11:36,111"
9118,what?,Ross,6,negative,910,10,1,3,"0:11:36,320","0:11:39,882"
9119,"..i dunno, a little too alan?",Monica,4,neutral,910,11,1,3,"0:11:39,882","0:11:40,332"
9120,"well, no. that's impossible. you can never be too alan.",Rachel,3,positive,910,12,1,3,"00:11:40,491","00:11:43,910"
9121,"yeah, it's his, uh, innate alan-ness that-that-that we adore.",Ross,3,positive,910,13,1,3,"00:11:44,120","00:11:48,832"
9122,i personally could have a gallon of alan.,Chandler,3,positive,910,14,1,3,"00:11:49,166","00:11:51,376"
9123,"well i had a great time! learned how to bake, ate great food, thats the first a ive gotten since seventh grade,",Joey,3,positive,911,0,8,21,"00:21:14,524","00:21:26,828"
9124,"oh, look! acting for beginners! want to feel good about yourself?",Monica,2,negative,911,1,8,21,"00:21:23,741","00:21:30,832"
9125,what the hell!,Joey,6,negative,911,2,8,21,"0:21:28,830","0:21:29,882"
9126,okay.,Monica,4,neutral,911,3,8,21,"0:21:29,882","0:21:30,879"
9127,"all right, lets start with some basics. can anybody tell me what the difference between upstage and downstage is?",The Acting Teacher,4,neutral,911,4,8,21,"00:21:30,999","00:21:39,299"
9128,"yeah, this was a stupid idea.",Joey,1,negative,911,5,8,21,"00:21:45,305","00:21:48,182"
9129,my god!,Ross,6,negative,912,0,5,11,"0:09:06,170","0:09:07,142"
9130,these pants are burning up!,Ross,6,negative,912,1,5,11,"0:09:07,142","0:09:10,054"
